CustomerID,recency,frequency,monetary,r_score,f_score,m_score,fm_score,rfm_segment
13727,29,2,333.48,4,5,2,4,Loyal Customers
13728,37,0.6,965.1400000000001,3,2,4,3,Potential Loyalists
13730,136,2,578.35,2,5,3,4,At Risk
13731,220,1,511.59000000000003,1,3,3,3,At Risk
13732,29,1,491.86,4,3,3,3,Potential Loyalists
13735,25,0.5,2120.6900000000005,4,1,5,3,Potential Loyalists
13736,6,0.2,573.99999999999989,5,1,3,2,Potential Loyalists
13737,201,1,291.40000000000003,1,3,2,3,At Risk
13739,19,1,216.9,4,3,1,2,Potential Loyalists
13740,241,1,350.75,1,3,2,3,At Risk
13741,72,0.6,469.22999999999996,3,2,3,3,Potential Loyalists
13742,17,1.0909090909090908,2121.37,4,5,5,5,Champions
13743,3,0.7,1341.6000000000001,5,2,4,3,Loyal Customers
13744,96,0.25,1096.8600000000001,2,1,4,3,Customers Needing Attention
13745,163,1,300.03999999999996,2,3,2,3,Customers Needing Attention
13748,96,0.5,854.59999999999991,2,1,4,3,Customers Needing Attention
13750,54,0.5,1647.2600000000002,3,1,4,3,Potential Loyalists
13751,289,1,296.24999999999994,1,3,2,3,At Risk
13752,125,1.2,1042.58,2,5,4,5,At Risk
13753,288,1,741.26,1,3,3,3,At Risk
13754,152,0.2857142857142857,238.8,2,1,2,2,Customers Needing Attention
13755,4,3,1813.6499999999999,5,5,4,5,Champions
13756,3,1.0769230769230769,5124.72,5,5,5,5,Champions
13758,12,0.58333333333333337,2992.0500000000006,5,2,5,4,Champions
13759,34,0.66666666666666663,614.01,3,2,3,3,Potential Loyalists
13760,55,0.25,286.78999999999996,3,1,2,2,Customers Needing Attention
13761,51,0.4,1070.65,3,1,4,3,Potential Loyalists
13762,219,1,306.72,1,3,2,3,At Risk
13763,64,1,1714.9599999999998,3,3,4,4,Loyal Customers
13764,71,0.33333333333333331,1416.86,3,1,4,3,Potential Loyalists
13767,3,2.8461538461538463,15412.960000000001,5,5,5,5,Champions
13769,3,0.76923076923076927,2675.5099999999998,5,3,5,4,Champions
13771,65,0.5714285714285714,2604.7,3,2,5,4,Loyal Customers
13772,34,0.375,1059.83,3,1,4,3,Potential Loyalists
13774,82,1,330.04999999999995,2,3,2,3,Customers Needing Attention
13777,1,2.5384615384615383,25964.410000000007,5,5,5,5,Champions
13778,104,1,178.7,2,3,1,2,Customers Needing Attention
13780,8,0.2857142857142857,333.11,5,1,2,2,Potential Loyalists
13781,251,1,92.390000000000015,1,3,1,2,Hibernating
13782,13,0.54545454545454541,780,5,2,3,3,Loyal Customers
13784,10,1,2198.34,5,3,5,4,Champions
13786,368,1,230.4,1,3,2,3,At Risk
13787,76,0.2,286.59000000000003,2,1,2,2,Customers Needing Attention
13790,5,1,348.79999999999995,5,3,2,3,Loyal Customers
13791,128,0.66666666666666663,1516,2,2,4,3,Customers Needing Attention
13792,67,0.22222222222222221,183.05,3,1,1,1,Promising
13798,2,4.384615384615385,35862.850000000006,5,5,5,5,Champions
13799,117,0.2857142857142857,649.06,2,1,3,2,Customers Needing Attention
13800,310,1,486.61999999999989,1,3,3,3,At Risk
13801,67,1,263,3,3,2,3,Potential Loyalists
13802,139,0.5,4126.92,2,1,5,3,Customers Needing Attention
13803,256,1,277.07000000000005,1,3,2,3,At Risk
13804,31,0.7,2406.4900000000002,4,2,5,4,Loyal Customers
13805,53,0.66666666666666663,924.59999999999991,3,2,4,3,Potential Loyalists
13806,64,1,218.13,3,3,1,2,Customers Needing Attention
13807,368,1,112.6,1,3,1,2,Hibernating
13808,6,1.25,1485.56,5,5,4,5,Champions
13809,306,1,84.15,1,3,1,2,Hibernating
13810,29,1,625.06,4,3,3,3,Potential Loyalists
13811,184,0.66666666666666663,519.75,1,2,3,3,At Risk
13812,43,1,467.99999999999994,3,3,3,3,Potential Loyalists
13813,40,1,1097.96,3,3,4,4,Loyal Customers
13814,93,0.66666666666666663,1420.62,2,2,4,3,Customers Needing Attention
13815,23,0.36363636363636365,3547.5600000000004,4,1,5,3,Potential Loyalists
13816,24,1,459.72,4,3,3,3,Potential Loyalists
13817,30,0.16666666666666666,328.98000000000008,4,1,2,2,Potential Loyalists
13819,302,1.5,1114.85,1,5,4,5,Cant Lose Them
13821,145,0.4,321.89,2,1,2,2,Customers Needing Attention
13822,6,0.66666666666666663,582.7,5,2,3,3,Loyal Customers
13823,19,0.66666666666666663,923.66,4,2,4,3,Potential Loyalists
13824,33,0.5,1630.9399999999998,4,1,4,3,Potential Loyalists
13826,177,1,102.3,2,3,1,2,Customers Needing Attention
13827,58,0.75,264.05000000000007,3,2,2,2,Customers Needing Attention
13828,23,1,209.49000000000004,4,3,1,2,Potential Loyalists
13831,17,0.5,1693.6899999999998,4,1,4,3,Potential Loyalists
13832,20,1,52.199999999999996,4,3,1,2,Potential Loyalists
13833,160,1,322.39999999999992,2,3,2,3,Customers Needing Attention
13835,26,0.5714285714285714,787.77000000000021,4,2,3,3,Potential Loyalists
13837,212,0.4,271.24,1,1,2,2,Hibernating
13838,6,0.30769230769230771,575.57999999999993,5,1,3,2,Potential Loyalists
13841,253,1,85,1,3,1,2,Hibernating
13842,59,0.81818181818181823,2789.5700000000006,3,3,5,4,Loyal Customers
13844,12,1,361.62,5,3,2,3,Loyal Customers
13845,65,1,312.98,3,3,2,3,Potential Loyalists
13846,25,0.25,782.66000000000008,4,1,3,2,Potential Loyalists
13848,93,0.3,1255,2,1,4,3,Customers Needing Attention
13849,52,0.4,1373.05,3,1,4,3,Potential Loyalists
13850,130,1,1510.7799999999995,2,3,4,4,At Risk
13851,96,0.375,2580.5600000000004,2,1,5,3,Customers Needing Attention
13853,58,1,795.33999999999992,3,3,3,3,Potential Loyalists
13854,9,1.9230769230769231,5003.92,5,5,5,5,Champions
13856,169,1.5,388.5,2,5,2,4,At Risk
13858,58,1,199.17,3,3,1,2,Customers Needing Attention
13859,327,1,172.76,1,3,1,2,Hibernating
13860,2,1.25,1116.0500000000002,5,5,4,5,Champions
13862,19,0.72727272727272729,2158.36,4,2,5,4,Loyal Customers
13863,248,1,264.88000000000005,1,3,2,3,At Risk
13865,59,0.44444444444444442,437.81000000000006,3,1,3,2,Customers Needing Attention
13866,75,1,145.67,2,3,1,2,Customers Needing Attention
13867,32,0.42857142857142855,911.74,4,1,4,3,Potential Loyalists
13868,8,1,3179.79,5,3,5,4,Champions
13869,124,0.44444444444444442,2785.6499999999996,2,1,5,3,Customers Needing Attention
13870,3,0.72727272727272729,2541.54,5,2,5,4,Champions
13871,23,1.3,5548.0500000000011,4,5,5,5,Champions
13873,120,0.42857142857142855,339.95000000000005,2,1,2,2,Customers Needing Attention
13874,359,1,329.0499999999999,1,3,2,3,At Risk
13875,54,0.55555555555555558,1711.6399999999999,3,2,4,3,Potential Loyalists
13876,64,1,98.8,3,3,1,2,Customers Needing Attention
13877,87,1,117.24000000000001,2,3,1,2,Customers Needing Attention
13878,55,1,1059.78,3,3,4,4,Loyal Customers
13880,22,1.0833333333333333,2989.82,4,5,5,5,Champions
13881,4,1.8181818181818181,16635.519999999997,5,5,5,5,Champions
13882,3,1.6666666666666667,1081.28,5,5,4,5,Champions
13883,11,0.55555555555555558,2306.2300000000005,5,2,5,4,Champions
13884,8,0.4,748,5,1,3,2,Potential Loyalists
13885,190,1,437.90000000000009,1,3,3,3,At Risk
13886,72,1,218.56000000000003,3,3,2,3,Potential Loyalists
13887,205,1,309.74999999999994,1,3,2,3,At Risk
13888,120,0.5,554.88000000000011,2,1,3,2,Customers Needing Attention
13889,93,1,416.9,2,3,2,3,Customers Needing Attention
13890,2,0.76923076923076927,1871.0600000000004,5,3,5,4,Champions
13892,27,0.5,632.97,4,1,3,2,Potential Loyalists
13893,298,1,449.80000000000013,1,3,3,3,At Risk
13894,24,0.3,551.87,4,1,3,2,Potential Loyalists
13895,29,0.66666666666666663,2510.77,4,2,5,4,Loyal Customers
13897,51,1,311.15999999999997,3,3,2,3,Potential Loyalists
13898,326,1,138.93,1,3,1,2,Hibernating
13899,17,0.22222222222222221,337.52,4,1,2,2,Potential Loyalists
13900,193,0.66666666666666663,687.75000000000011,1,2,3,3,At Risk
13901,73,0.55555555555555558,2588.5500000000006,2,2,5,4,At Risk
13904,38,0.2,332.63999999999993,3,1,2,2,Customers Needing Attention
13908,80,0.5714285714285714,2268.8,2,2,5,4,At Risk
13911,58,1,2452.31,3,3,5,4,Loyal Customers
13914,12,2,613.95,5,5,3,4,Champions
13917,50,0.4,252.14,3,1,2,2,Customers Needing Attention
13918,50,0.25,1192.9399999999998,3,1,4,3,Potential Loyalists
13919,60,0.66666666666666663,331.86,3,2,2,2,Customers Needing Attention
13922,352,1,94.199999999999989,1,3,1,2,Hibernating
13923,54,1,334.12999999999994,3,3,2,3,Potential Loyalists
13924,2,1.5,1700.05,5,5,4,5,Champions
13925,93,1.3333333333333333,476.1,2,5,3,4,At Risk
13926,24,1,166,4,3,1,2,Potential Loyalists
13927,75,1,348.99,2,3,2,3,Customers Needing Attention
13928,11,0.8,352.37,5,3,2,3,Loyal Customers
13929,170,0.33333333333333331,285.45000000000005,2,1,2,2,Customers Needing Attention
13930,58,0.5,337.33999999999992,3,1,2,2,Customers Needing Attention
13931,96,0.2857142857142857,982.53000000000009,2,1,4,3,Customers Needing Attention
13932,295,1,211.7,1,3,1,2,Hibernating
13933,110,1,608.79,2,3,3,3,Customers Needing Attention
13934,264,1,818.64999999999986,1,3,3,3,At Risk
13936,180,1,376.58,1,3,2,3,At Risk
13937,170,1,158.85,2,3,1,2,Customers Needing Attention
13938,36,1,71.66,3,3,1,2,Customers Needing Attention
13939,24,0.3,543.05,4,1,3,2,Potential Loyalists
13940,18,0.8,822.1400000000001,4,3,3,3,Potential Loyalists
13941,22,0.41666666666666669,4945.9600000000009,4,1,5,3,Potential Loyalists
13946,80,0.42857142857142855,561.56999999999994,2,1,3,2,Customers Needing Attention
13947,66,1,90.6,3,3,1,2,Customers Needing Attention
13948,361,1,101.99999999999999,1,3,1,2,Hibernating
13949,3,1.5,2427.32,5,5,5,5,Champions
13950,12,0.5,568.76,5,1,3,2,Potential Loyalists
13951,177,0.6,580.95,2,2,3,3,Customers Needing Attention
13952,218,1,2680.8710000000005,1,3,5,4,Cant Lose Them
13953,8,0.53846153846153844,3515.6800000000003,5,2,5,4,Champions
13954,2,0.5,340.22,5,1,2,2,Potential Loyalists
13955,155,0.33333333333333331,239.31,2,1,2,2,Customers Needing Attention
13956,6,0.5,806.27,5,1,3,2,Potential Loyalists
13959,80,0.3,512.75,2,1,3,2,Customers Needing Attention
13960,22,0.66666666666666663,230.22,4,2,2,2,Potential Loyalists
13962,22,0.25,82.1,4,1,1,1,Promising
13963,309,1.3333333333333333,607.74,1,5,3,4,Cant Lose Them
13967,146,1,80.7,2,3,1,2,Customers Needing Attention
13969,8,1.3846153846153846,8457.84,5,5,5,5,Champions
13971,19,0.8,2712.8599999999997,4,3,5,4,Loyal Customers
13972,71,0.4,190.25000000000003,3,1,1,1,Promising
13973,288,1,186.75,1,3,1,2,Hibernating
13974,50,1,413.59,3,3,2,3,Potential Loyalists
13975,32,0.66666666666666663,2385.93,4,2,5,4,Loyal Customers
13976,207,1,357.98000000000008,1,3,2,3,At Risk
13978,15,1,196.79,4,3,1,2,Potential Loyalists
13979,74,1,869.87000000000012,2,3,4,4,At Risk
13980,61,1,135.34,3,3,1,2,Customers Needing Attention
13982,40,0.36363636363636365,1871.81,3,1,5,3,Potential Loyalists
13983,30,0.83333333333333337,1488.2799999999997,4,3,4,4,Loyal Customers
13984,27,0.41666666666666669,920.51,4,1,4,3,Potential Loyalists
13985,5,1.5,7028.2300000000005,5,5,5,5,Champions
13986,18,1,320.46000000000004,4,3,2,3,Potential Loyalists
13988,20,0.66666666666666663,3649.3100000000004,4,2,5,4,Loyal Customers
13989,66,0.2857142857142857,1203.73,3,1,4,3,Potential Loyalists
13990,214,1,311.3,1,3,2,3,At Risk
13991,13,1.2,855.96999999999991,5,5,4,5,Champions
13992,31,1,76.8,4,3,1,2,Potential Loyalists
13993,43,0.9,2827.1600000000003,3,3,5,4,Loyal Customers
13994,4,1,2164.69,5,3,5,4,Champions
13995,16,0.625,1357.89,4,2,4,3,Potential Loyalists
13999,11,1,3692.0100000000007,5,3,5,4,Champions
14000,212,1,635.66000000000008,1,3,3,3,At Risk
14001,46,0.27272727272727271,1878.68,3,1,5,3,Potential Loyalists
14002,135,2,468.07999999999993,2,5,3,4,At Risk
14004,44,0.77777777777777779,3847.5400000000009,3,3,5,4,Loyal Customers
14005,10,0.7142857142857143,2495.52,5,2,5,4,Champions
14006,116,0.375,946.24,2,1,4,3,Customers Needing Attention
14009,199,2,678.6099999999999,1,5,3,4,Cant Lose Them
14012,278,1,328.8,1,3,2,3,At Risk
14013,111,0.5,473.02,2,1,3,2,Customers Needing Attention
14014,78,1,505.18000000000006,2,3,3,3,Customers Needing Attention
14015,53,1,917.34,3,3,4,4,Loyal Customers
14016,162,0.5,3301.46,2,1,5,3,Customers Needing Attention
14019,47,0.75,1372.21,3,2,4,3,Potential Loyalists
14020,17,0.66666666666666663,587.90000000000009,4,2,3,3,Potential Loyalists
14021,156,0.6,495.69999999999993,2,2,3,3,Customers Needing Attention
14022,226,1,440,1,3,3,3,At Risk
14023,8,0.22222222222222221,564.17000000000007,5,1,3,2,Potential Loyalists
14024,122,2,314.95,2,5,2,4,At Risk
14027,61,1,104.82000000000002,3,3,1,2,Customers Needing Attention
14029,64,0.5,365.65999999999997,3,1,2,2,Customers Needing Attention
14030,19,0.66666666666666663,1622.19,4,2,4,3,Potential Loyalists
14031,8,1.4615384615384615,14342.960000000001,5,5,5,5,Champions
14032,3,0.84615384615384615,2750.9899999999993,5,3,5,4,Champions
14034,23,0.6,526.02,4,2,3,3,Potential Loyalists
14035,29,0.5,1295.6699999999998,4,1,4,3,Potential Loyalists
14036,285,1,578.44999999999982,1,3,3,3,At Risk
14037,177,0.2857142857142857,147.20000000000005,2,1,1,1,About to Sleep
14038,79,0.6,1560.38,2,2,4,3,Customers Needing Attention
14039,34,1,152.2,3,3,1,2,Customers Needing Attention
14040,41,1.2,3236.97,3,5,5,5,Loyal Customers
14041,267,1,141.41,1,3,1,2,Hibernating
14044,27,0.4,546.77,4,1,3,2,Potential Loyalists
14045,338,1.5,945.74999999999989,1,5,4,5,Cant Lose Them
14046,285,1,154.98999999999998,1,3,1,2,Hibernating
14047,9,0.38461538461538464,1119.96,5,1,4,3,Loyal Customers
14048,306,1,409.92999999999989,1,3,2,3,At Risk
14049,17,0.36363636363636365,5185.52,4,1,5,3,Potential Loyalists
14050,32,0.5,746.36,4,1,3,2,Potential Loyalists
14051,1,1.7692307692307692,14042.389999999996,5,5,5,5,Champions
14052,20,1,198.40999999999994,4,3,1,2,Potential Loyalists
14053,125,1,260.25,2,3,2,3,Customers Needing Attention
14054,66,1,92.46,3,3,1,2,Customers Needing Attention
14055,107,1,633.74,2,3,3,3,Customers Needing Attention
14056,2,2.0909090909090908,7778.6500000000015,5,5,5,5,Champions
14057,24,1.4166666666666667,6081.86,4,5,5,5,Champions
14059,267,1,183.59999999999997,1,3,1,2,Hibernating
14060,5,1.4615384615384615,6140.4199999999983,5,5,5,5,Champions
14062,10,1,10413.850000000002,5,3,5,4,Champions
14064,30,0.55555555555555558,1353.74,4,2,4,3,Potential Loyalists
14066,267,1,114.3,1,3,1,2,Hibernating
14067,64,1,347.25,3,3,2,3,Potential Loyalists
14068,321,1,248.85000000000002,1,3,2,3,At Risk
14071,4,0.8,1143.8200000000002,5,3,4,4,Champions
14073,33,1,151.04,4,3,1,2,Potential Loyalists
14075,5,0.3,942.26,5,1,4,3,Loyal Customers
14076,130,1,105.51999999999998,2,3,1,2,Customers Needing Attention
14077,41,0.625,489.47,3,2,3,3,Potential Loyalists
14078,102,0.66666666666666663,1023.8699999999999,2,2,4,3,Customers Needing Attention
14079,125,1,333.25,2,3,2,3,Customers Needing Attention
14080,33,1,45.599999999999994,4,3,1,2,Potential Loyalists
14081,303,0.66666666666666663,781.71999999999991,1,2,3,3,At Risk
14082,365,1,182.24999999999997,1,3,1,2,Hibernating
14083,5,0.69230769230769229,955.18000000000029,5,2,4,3,Loyal Customers
14085,3,1.3846153846153846,4196.69,5,5,5,5,Champions
14087,3,1,194.42,5,3,1,2,Potential Loyalists
14088,11,1.1818181818181819,39808.500000000007,5,5,5,5,Champions
14089,57,1,161,3,3,1,2,Customers Needing Attention
14090,325,1,76.320000000000007,1,3,1,2,Hibernating
14092,8,1.0769230769230769,3973.21,5,5,5,5,Champions
14093,13,1,442.84999999999991,5,3,3,3,Loyal Customers
14096,5,3.4,42425.750000000065,5,5,5,5,Champions
14098,37,1,147.34999999999997,3,3,1,2,Customers Needing Attention
14099,17,0.91666666666666663,2969.7200000000007,4,3,5,4,Loyal Customers
14100,138,1,194.9,2,3,1,2,Customers Needing Attention
14101,74,0.66666666666666663,5976.79,2,2,5,4,At Risk
14102,6,1.6666666666666667,1327.8799999999997,5,5,4,5,Champions
14104,166,1,77.36,2,3,1,2,Customers Needing Attention
14105,240,1,1134.3799999999999,1,3,4,4,Cant Lose Them
14107,52,0.63636363636363635,2578.5800000000004,3,2,5,4,Loyal Customers
14108,31,0.5,544.36000000000013,4,1,3,2,Potential Loyalists
14109,73,1,144.2,2,3,1,2,Customers Needing Attention
14110,4,1.2,5649.15,5,5,5,5,Champions
14111,15,0.5,677.85,4,1,3,2,Potential Loyalists
14112,23,0.77777777777777779,2768.5000000000009,4,3,5,4,Loyal Customers
14113,4,0.30769230769230771,1815.4199999999998,5,1,4,3,Loyal Customers
14114,331,1,195.13000000000002,1,3,1,2,Hibernating
14116,20,1.25,1163.8400000000001,4,5,4,5,Champions
14117,144,1,90,2,3,1,2,Customers Needing Attention
14121,4,1.3333333333333333,2633.8999999999996,5,5,5,5,Champions
14124,85,1,419.58000000000004,2,3,2,3,Customers Needing Attention
14125,11,1,2493.53,5,3,5,4,Champions
14126,8,1.5,676.18000000000006,5,5,3,4,Champions
14127,123,0.42857142857142855,709.71,2,1,3,2,Customers Needing Attention
14128,61,0.25,625,3,1,3,2,Customers Needing Attention
14129,2,0.5,1123.86,5,1,4,3,Loyal Customers
14130,320,1,451.90999999999991,1,3,3,3,At Risk
14132,3,1.5714285714285714,3538.2299999999991,5,5,5,5,Champions
14133,130,0.375,529.89,2,1,3,2,Customers Needing Attention
14135,2,1.1538461538461537,4605.3099999999995,5,5,5,5,Champions
14138,2,0.66666666666666663,982.38000000000022,5,2,4,3,Loyal Customers
14139,47,1,391.9199999999999,3,3,2,3,Potential Loyalists
14140,4,1,922.3,5,3,4,4,Champions
14141,3,0.8,902.38000000000011,5,3,4,4,Champions
14142,374,1,294.81,1,3,2,3,At Risk
14143,134,1,64.8,2,3,1,2,Customers Needing Attention
14145,47,0.66666666666666663,3742.2,3,2,5,4,Loyal Customers
14146,9,0.38461538461538464,3801.2500000000005,5,1,5,3,Loyal Customers
14147,79,0.25,143.39999999999998,2,1,1,1,About to Sleep
14148,234,1,29.700000000000003,1,3,1,2,Hibernating
14149,221,1,421.12000000000006,1,3,2,3,At Risk
14150,36,0.16666666666666666,658.6400000000001,3,1,3,2,Customers Needing Attention
14152,76,0.33333333333333331,621.29,2,1,3,2,Customers Needing Attention
14154,240,2,682.91999999999985,1,5,3,4,Cant Lose Them
14155,267,1,118.75,1,3,1,2,Hibernating
14156,10,4.333333333333333,98696.280000000013,5,5,5,5,Champions
14157,20,0.2,432.88000000000011,4,1,3,2,Potential Loyalists
14158,41,1,433.86000000000007,3,3,3,3,Potential Loyalists
14159,20,0.91666666666666663,4575.31,4,3,5,4,Loyal Customers
14161,216,0.5,963.07,1,1,4,3,At Risk
14162,174,0.4,246.86,2,1,2,2,Customers Needing Attention
14163,88,0.66666666666666663,2153.6099999999997,2,2,5,4,At Risk
14164,71,2,1631.7700000000002,3,5,4,5,Loyal Customers
14165,276,1,84.29,1,3,1,2,Hibernating
14167,40,0.4,525.09,3,1,3,2,Customers Needing Attention
14171,99,1,308.44,2,3,2,3,Customers Needing Attention
14173,11,0.5714285714285714,357.34000000000003,5,2,2,2,Potential Loyalists
14174,34,1,124.50999999999999,3,3,1,2,Customers Needing Attention
14175,60,0.3,2463.7,3,1,5,3,Potential Loyalists
14176,298,1.3333333333333333,517.2,1,5,3,4,Cant Lose Them
14177,87,1,482.06,2,3,3,3,Customers Needing Attention
14178,9,1,1547.0299999999997,5,3,4,4,Champions
14179,41,2,665.87999999999988,3,5,3,4,Loyal Customers
14180,11,2.0833333333333335,2225.0199999999995,5,5,5,5,Champions
14184,67,1,295.09000000000003,3,3,2,3,Potential Loyalists
14185,332,1,12.75,1,3,1,2,Hibernating
14188,31,0.6,2020.3600000000001,4,2,5,4,Loyal Customers
14189,3,1.1538461538461537,4226.18,5,5,5,5,Champions
14191,2,1.625,4684.76,5,5,5,5,Champions
14193,68,0.25,853.38999999999987,3,1,4,3,Potential Loyalists
14194,5,1.9090909090909092,10218.570000000002,5,5,5,5,Champions
14195,202,1,921.19999999999993,1,3,4,4,Cant Lose Them
14196,107,1,318.52,2,3,2,3,Customers Needing Attention
14198,19,0.5,577.19999999999993,4,1,3,2,Potential Loyalists
14199,219,1,10.2,1,3,1,2,Hibernating
14201,61,0.63636363636363635,727.54,3,2,3,3,Potential Loyalists
14204,3,1,138.57999999999998,5,3,1,2,Potential Loyalists
14205,17,0.22222222222222221,466.70000000000005,4,1,3,2,Potential Loyalists
14206,240,1,302.65999999999991,1,3,2,3,At Risk
14208,95,1,116.84,2,3,1,2,Customers Needing Attention
14209,11,0.54545454545454541,1673.6300000000003,5,2,4,3,Loyal Customers
14210,106,0.66666666666666663,1710.7400000000002,2,2,4,3,Customers Needing Attention
14211,54,1,2094.9500000000003,3,3,5,4,Loyal Customers
14212,90,1,1070.48,2,3,4,4,At Risk
14214,31,0.55555555555555558,944.98,4,2,4,3,Potential Loyalists
14215,12,0.5,1717.3700000000001,5,1,4,3,Loyal Customers
14216,4,2,1629.3999999999996,5,5,4,5,Champions
14217,2,1.3076923076923077,1546.93,5,5,4,5,Champions
14218,43,1,169.48000000000002,3,3,1,2,Customers Needing Attention
14219,5,1,89.94,5,3,1,2,Potential Loyalists
14220,248,0.4,632.40000000000009,1,1,3,2,Hibernating
14221,43,0.9,2899.8500000000004,3,3,5,4,Loyal Customers
14222,178,1,673.21999999999991,2,3,3,3,Customers Needing Attention
14223,93,0.42857142857142855,904.68000000000006,2,1,4,3,Customers Needing Attention
14224,111,0.5,812.76999999999987,2,1,3,2,Customers Needing Attention
14226,30,0.44444444444444442,2121.7899999999995,4,1,5,3,Potential Loyalists
14227,27,1,3167.86,4,3,5,4,Loyal Customers
14229,52,0.3,1246.1499999999999,3,1,4,3,Potential Loyalists
14231,184,0.6,793.26,1,2,3,3,At Risk
14232,43,0.625,2018.32,3,2,5,4,Loyal Customers
14233,50,0.4,1462.72,3,1,4,3,Potential Loyalists
14234,23,2,775.46000000000026,4,5,3,4,Loyal Customers
14235,76,0.7142857142857143,3057.2599999999998,2,2,5,4,At Risk
14236,81,0.2,490.86000000000007,2,1,3,2,Customers Needing Attention
14237,374,1,77.45,1,3,1,2,Hibernating
14238,327,1,117,1,3,1,2,Hibernating
14239,44,1.1,2236.4500000000003,3,5,5,5,Loyal Customers
14240,31,0.25,824.64000000000033,4,1,3,2,Potential Loyalists
14241,184,1,213.70000000000002,1,3,1,2,Hibernating
14242,235,0.5,235.15,1,1,2,2,Hibernating
14243,9,0.76923076923076927,2386.27,5,3,5,4,Champions
14245,220,0.66666666666666663,1596.1999999999998,1,2,4,3,At Risk
14246,111,0.6,1377.66,2,2,4,3,Customers Needing Attention
14247,279,1,104.12,1,3,1,2,Hibernating
14248,319,1,98.58,1,3,1,2,Hibernating
14250,8,0.75,1870.0500000000006,5,2,5,4,Champions
14251,2,1.6666666666666667,2879.7000000000003,5,5,5,5,Champions
14256,261,0.5,833.46,1,1,3,2,Hibernating
14257,65,0.5,2968.6200000000003,3,1,5,3,Potential Loyalists
14258,10,0.81818181818181823,11237.199999999999,5,3,5,4,Champions
14259,142,1,120,2,3,1,2,Customers Needing Attention
14261,51,1,805.94999999999993,3,3,3,3,Potential Loyalists
14262,9,0.88888888888888884,2601.2300000000005,5,3,5,4,Champions
14264,155,0.5,321.47,2,1,2,2,Customers Needing Attention
14265,110,1,398.23,2,3,2,3,Customers Needing Attention
14267,163,0.75,988.13999999999987,2,2,4,3,Customers Needing Attention
14270,332,1,373.44999999999993,1,3,2,3,At Risk
14271,226,1,92.420000000000016,1,3,1,2,Hibernating
14272,74,0.2857142857142857,399.96000000000004,2,1,2,2,Customers Needing Attention
14273,52,0.5714285714285714,559.97,3,2,3,3,Potential Loyalists
14276,99,0.375,1074.8899999999999,2,1,4,3,Customers Needing Attention
14277,16,0.42857142857142855,3471.2000000000007,4,1,5,3,Potential Loyalists
14280,197,1,108.53999999999999,1,3,1,2,Hibernating
14282,4,1.1538461538461537,3729.3400000000006,5,5,5,5,Champions
14284,31,0.66666666666666663,537.1,4,2,3,3,Potential Loyalists
14285,22,0.66666666666666663,1440.2600000000002,4,2,4,3,Potential Loyalists
14286,24,0.375,4509.75,4,1,5,3,Potential Loyalists
14287,9,0.375,176.63,5,1,1,1,Recent Customers
14288,214,1,375.6,1,3,2,3,At Risk
14289,9,0.54545454545454541,860.26,5,2,4,3,Loyal Customers
14290,12,0.41666666666666669,2215.7000000000003,5,1,5,3,Loyal Customers
14291,2,1.1,3469.8000000000006,5,5,5,5,Champions
14292,8,0.9,4156.33,5,3,5,4,Champions
14293,4,0.30769230769230771,1046.5599999999997,5,1,4,3,Loyal Customers
14295,41,1,166.2,3,3,1,2,Customers Needing Attention
14297,18,0.44444444444444442,1225.73,4,1,4,3,Potential Loyalists
14298,9,3.3846153846153846,49286.95,5,5,5,5,Champions
14299,9,0.61538461538461542,2729.17,5,2,5,4,Champions
14300,19,1,43.2,4,3,1,2,Potential Loyalists
14301,118,1,640.14,2,3,3,3,Customers Needing Attention
14304,223,1,367.5,1,3,2,3,At Risk
14305,72,1,1826.96,3,3,4,4,Loyal Customers
14306,52,1,1768.12,3,3,4,4,Loyal Customers
14307,89,0.6,2865.3699999999994,2,2,5,4,At Risk
14309,9,0.69230769230769229,2137.13,5,2,5,4,Champions
14311,243,1,213.01000000000002,1,3,1,2,Hibernating
14312,47,0.6,1424.2400000000002,3,2,4,3,Potential Loyalists
14314,107,1,120,2,3,1,2,Customers Needing Attention
14315,45,0.75,2300.83,3,2,5,4,Loyal Customers
14317,65,1,458.08,3,3,3,3,Potential Loyalists
14320,207,0.4,457.8900000000001,1,1,3,2,Hibernating
14321,11,0.45454545454545453,1495.9,5,1,4,3,Loyal Customers
14323,115,0.4,534.16,2,1,3,2,Customers Needing Attention
14326,243,1,183.85,1,3,1,2,Hibernating
14327,164,1,311.65000000000003,2,3,2,3,Customers Needing Attention
14329,18,0.63636363636363635,4587.59,4,2,5,4,Loyal Customers
14331,125,1,411.65999999999997,2,3,2,3,Customers Needing Attention
14332,23,0.6,866.31,4,2,4,3,Potential Loyalists
14333,68,1,188.20000000000002,3,3,1,2,Customers Needing Attention
14334,17,0.66666666666666663,2444.51,4,2,5,4,Loyal Customers
14335,17,0.66666666666666663,442.76,4,2,3,3,Potential Loyalists
14336,17,0.44444444444444442,1575.1100000000001,4,1,4,3,Potential Loyalists
14338,162,0.66666666666666663,481.87000000000006,2,2,3,3,Customers Needing Attention
14339,243,1,309.52,1,3,2,3,At Risk
14340,219,1,134.7,1,3,1,2,Hibernating
14341,46,0.8,2101.53,3,3,5,4,Loyal Customers
14342,22,0.5714285714285714,498.56,4,2,3,3,Potential Loyalists
